Variant,ConfigName,n,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_med,compile_iqr,compile_iqr_ratio,size_med
C,EXP_ABL_072_disable-cgp,10,3.762750,0.023346,0.006205,0.310356,0.007144,0.023019,448472
B,EXP_DBL_0910,10,4.739260,0.029337,0.006190,0.336071,0.014640,0.043562,448632
C,EXP_DBL_0834,10,3.877572,0.023998,0.006189,0.336403,0.012906,0.038365,448440
C,EXP_DBL_0398,10,3.697360,0.022876,0.006187,0.313805,0.006222,0.019828,448440
B,EXP_DBL_0937,10,4.935150,0.030507,0.006182,0.316740,0.014346,0.045293,448440
B,EXP_DBL_0165,10,4.711047,0.029109,0.006179,0.308874,0.009560,0.030951,448472
A,EXP_DBL_1364,10,2.029534,0.012541,0.006179,0.334933,0.009253,0.027626,448440
C,EXP_DBL_0723,10,3.835012,0.023640,0.006164,0.311361,0.013463,0.043239,448440
C,EXP_DBL_0849,10,3.814510,0.023513,0.006164,0.329674,0.014782,0.044838,448440
C,EXP_ABL_007_disable-replace-with-vec-lib,10,3.758292,0.023161,0.006163,0.308294,0.015402,0.049959,448440
C,EXP_DBL_0144,10,3.747973,0.023061,0.006153,0.304550,0.009510,0.031226,448440
C,EXP_DBL_1496,10,3.921566,0.024117,0.006150,0.318651,0.012357,0.038779,448440
A,EXP_DBL_1526,10,2.026876,0.012456,0.006145,0.317914,0.011499,0.036170,448440
B,EXP_DBL_0875,10,5.009812,0.030744,0.006137,0.330878,0.009474,0.028633,448488
C,EXP_ABL_070_disable-whole-program-visibility,10,3.759524,0.023059,0.006133,0.307902,0.013543,0.043985,448440
C,EXP_DBL_0608,10,3.792133,0.023223,0.006124,0.312650,0.015567,0.049791,448440
B,EXP_DBL_1383,10,6.306456,0.038588,0.006119,0.345415,0.013078,0.037862,448440
C,EXP_DBL_0696,10,3.765393,0.023016,0.006113,0.314719,0.010472,0.033274,448440
A,EXP_ABL_058_disable-cfi-fixup,10,1.978505,0.012093,0.006112,0.303324,0.010593,0.034923,448440
B,EXP_DBL_1444,10,6.293319,0.038431,0.006107,0.335515,0.011207,0.033402,448440
B,EXP_DBL_1166,10,4.935980,0.030143,0.006107,0.313816,0.008602,0.027411,448440
C,EXP_DBL_1564,10,3.866472,0.023609,0.006106,0.323399,0.014393,0.044505,448440
A,EXP_DBL_0168,10,1.979088,0.012071,0.006099,0.308766,0.005427,0.017576,448440
C,EXP_DBL_1503,10,3.853828,0.023431,0.006080,0.316798,0.011777,0.037175,448440
A,EXP_ABL_009_disable-advanced-peeling,10,1.981095,0.012038,0.006076,0.315468,0.007418,0.023514,448440
B,EXP_ABL_010_disable-lftr,10,4.828625,0.029322,0.006073,0.316244,0.005375,0.016996,448440
A,EXP_DBL_0053,10,1.972847,0.011978,0.006071,0.303282,0.017614,0.058078,448440
A,EXP_DBL_0751,10,2.030063,0.012314,0.006066,0.310985,0.012807,0.041182,448440
C,EXP_DBL_1412,10,3.991518,0.024192,0.006061,0.334027,0.008691,0.026019,448440
A,EXP_DBL_0403,10,1.930342,0.011697,0.006060,0.308762,0.013898,0.045012,448440
B,EXP_DBL_0545,10,4.728366,0.028610,0.006051,0.315388,0.013931,0.044171,448424
B,EXP_DBL_1445,10,6.262137,0.037810,0.006038,0.337699,0.004962,0.014694,448440
C,EXP_DBL_1247,10,3.873243,0.023382,0.006037,0.318518,0.013752,0.043175,448440
C,EXP_DBL_0790,10,3.817432,0.023046,0.006037,0.314237,0.013576,0.043203,448440
A,EXP_DBL_1497,10,2.036285,0.012291,0.006036,0.320868,0.008833,0.027528,448440
C,EXP_DBL_1570,10,3.848771,0.023214,0.006032,0.317265,0.016208,0.051087,448440
A,EXP_DBL_0355,10,1.989556,0.011984,0.006023,0.307654,0.009802,0.031860,448440
A,EXP_DBL_0594,10,1.995073,0.012001,0.006015,0.313397,0.011273,0.035970,448424
B,EXP_ABL_012_InstSimplify-after-simplifycfg,10,5.071983,0.030492,0.006012,0.300893,0.005214,0.017328,448440
C,EXP_ABL_012_disable-loop-level-heuristics,10,3.768161,0.022546,0.005983,0.316239,0.006517,0.020608,448440
B,EXP_DBL_0979,10,4.944446,0.029521,0.005971,0.318380,0.012466,0.039154,448440
A,EXP_DBL_0160,10,1.974453,0.011749,0.005951,0.305779,0.009833,0.032157,448440
C,EXP_ABL_016_disable-preheader-prot,10,3.759662,0.022357,0.005947,0.315397,0.012758,0.040451,448440
A,EXP_DBL_1516,10,2.030584,0.012075,0.005947,0.320351,0.007175,0.022397,448440
B,EXP_DBL_1288,10,5.856172,0.034810,0.005944,0.321131,0.015207,0.047355,448440
B,EXP_DBL_0213,10,4.718087,0.027944,0.005923,0.304646,0.010106,0.033173,448424
C,EXP_DBL_1371,10,3.871941,0.022924,0.005921,0.338646,0.008796,0.025974,448440
C,EXP_DBL_0096,10,3.750528,0.022191,0.005917,0.307444,0.009804,0.031889,448424
C,EXP_DBL_0204,10,3.744423,0.022153,0.005916,0.308014,0.013595,0.044138,448440
A,EXP_DBL_0171,10,1.972970,0.011669,0.005914,0.309577,0.007161,0.023132,448440
B,EXP_DBL_1411,10,6.289575,0.037145,0.005906,0.336691,0.005062,0.015035,448440
A,EXP_DBL_1241,10,2.046576,0.012078,0.005902,0.320705,0.005327,0.016610,448440
A,EXP_DBL_0210,10,1.974600,0.011641,0.005895,0.312099,0.004224,0.013534,448440
C,EXP_DBL_1418,10,3.997800,0.023539,0.005888,0.334211,0.006416,0.019197,448440
B,EXP_DBL_1395,10,6.294861,0.037052,0.005886,0.338455,0.008031,0.023728,448440
C,EXP_ABL_001_disable-binop-extract-shuffle,10,3.679330,0.021629,0.005879,0.309507,0.009706,0.031360,448440
A,EXP_DBL_0598,10,1.991912,0.011703,0.005875,0.303302,0.012858,0.042393,448376
A,EXP_DBL_0218,10,1.976110,0.011610,0.005875,0.312929,0.010106,0.032295,448440
B,EXP_DBL_1381,10,6.291961,0.036952,0.005873,0.340890,0.008655,0.025389,448440
A,EXP_ABL_069_disable-vp,10,1.974086,0.011567,0.005859,0.305280,0.012684,0.041549,448440
C,EXP_ABL_004_DeadStoreElimination-initial,10,3.690867,0.021590,0.005850,0.304518,0.017209,0.056512,448440
A,EXP_DBL_0592,10,1.997825,0.011686,0.005849,0.308719,0.019131,0.061969,448440
B,EXP_DBL_1617,10,5.045866,0.029460,0.005838,0.322579,0.010696,0.033158,448440
C,EXP_DBL_0802,10,3.854531,0.022441,0.005822,0.326328,0.012201,0.037389,448440
C,EXP_DBL_0861,10,3.828128,0.022276,0.005819,0.337855,0.012721,0.037652,448440
B,EXP_DBL_0226,10,4.614705,0.026845,0.005817,0.310998,0.014000,0.045016,448440
B,EXP_DBL_1379,10,6.290299,0.036529,0.005807,0.339897,0.006882,0.020247,448440
C,EXP_DBL_0062,10,3.761786,0.021842,0.005806,0.309771,0.010778,0.034793,448440
C,EXP_ABL_017_ScalarReplacementOfAggregates,10,3.685781,0.021395,0.005805,0.319021,0.008655,0.027130,448440
C,EXP_DBL_0374,10,3.682246,0.021358,0.005800,0.315693,0.004827,0.015290,448440
A,EXP_ABL_039_disable-cleanups,10,1.975549,0.011444,0.005793,0.311875,0.010634,0.034097,448440
C,EXP_DBL_0016,10,3.765059,0.021792,0.005788,0.310943,0.004919,0.015820,448440
A,EXP_DBL_0143,10,1.977521,0.011442,0.005786,0.311617,0.009474,0.030403,448440
B,EXP_DBL_0815,10,4.925771,0.028485,0.005783,0.311874,0.007479,0.023981,448440
C,EXP_DBL_0075,10,3.753243,0.021698,0.005781,0.308299,0.015242,0.049439,448440
C,EXP_DBL_0764,10,3.821870,0.022065,0.005773,0.306710,0.024435,0.079668,448376
B,EXP_DBL_1487,10,5.030545,0.029021,0.005769,0.312645,0.007398,0.023663,448440
C,EXP_ABL_041_disable-copyprop,10,3.758935,0.021682,0.005768,0.308393,0.008632,0.027990,448440
A,EXP_DBL_0633,10,1.991689,0.011480,0.005764,0.305975,0.009553,0.031222,448440
C,EXP_DBL_0832,10,3.894331,0.022438,0.005762,0.333919,0.008309,0.024883,448440
A,EXP_DBL_0142,10,1.966013,0.011325,0.005760,0.307574,0.007511,0.024420,448440
A,EXP_ABL_013_disable-lsr,10,1.981784,0.011411,0.005758,0.311154,0.019518,0.062728,448424
A,EXP_ABL_079_disable-partial-libcall-inlining,10,1.982160,0.011356,0.005729,0.311729,0.008804,0.028242,448440
A,EXP_DBL_0042,10,1.976200,0.011304,0.005720,0.303463,0.010278,0.033869,448440
B,EXP_DBL_1484,10,5.577363,0.031889,0.005718,0.308138,0.018599,0.060359,448440
C,EXP_DBL_1425,10,4.000313,0.022818,0.005704,0.333023,0.009433,0.028325,448376
C,EXP_DBL_0785,10,3.917233,0.022337,0.005702,0.321864,0.010668,0.033144,448440
A,EXP_DBL_0524,10,1.998862,0.011377,0.005692,0.314084,0.018972,0.060404,448440
C,EXP_ABL_032_disable-tail-duplicate,10,3.773166,0.021466,0.005689,0.314729,0.010263,0.032609,448440
A,EXP_DBL_1449,10,2.083817,0.011850,0.005687,0.317102,0.012197,0.038464,448440
C,EXP_DBL_0002,10,3.770392,0.021435,0.005685,0.310049,0.012215,0.039397,448440
A,EXP_ABL_052_disable-preinline,10,1.974770,0.011227,0.005685,0.310547,0.008271,0.026634,448440
C,EXP_DBL_0063,10,3.749862,0.021309,0.005683,0.305866,0.010284,0.033623,448440
B,EXP_DBL_1439,10,6.288590,0.035705,0.005678,0.340214,0.011707,0.034411,448440
A,EXP_ABL_036_disable-separate-const-offset-from-gep,10,1.977782,0.011229,0.005678,0.306316,0.021221,0.069278,448440
C,EXP_DBL_0962,10,3.895878,0.022118,0.005677,0.320756,0.009640,0.030054,448440
A,EXP_DBL_0062,10,1.978067,0.011226,0.005675,0.309771,0.010778,0.034793,448440
A,EXP_DBL_0836,10,2.059379,0.011667,0.005665,0.334067,0.023589,0.070612,448440
A,EXP_DBL_0899,10,2.040133,0.011555,0.005664,0.332498,0.006791,0.020424,448440
C,EXP_DBL_0911,10,3.912177,0.022153,0.005663,0.334275,0.012261,0.036679,448440
B,EXP_DBL_1609,10,4.994293,0.028272,0.005661,0.311335,0.015032,0.048282,448440
B,EXP_DBL_1416,10,6.264991,0.035396,0.005650,0.332971,0.006863,0.020611,448440
A,EXP_DBL_1604,10,2.033781,0.011468,0.005639,0.317202,0.009423,0.029707,448440
C,EXP_DBL_0768,10,3.837356,0.021628,0.005636,0.318642,0.011559,0.036276,448440
C,EXP_DBL_1493,10,3.848897,0.021618,0.005617,0.316329,0.011417,0.036092,448472
C,EXP_DBL_0043,10,3.748766,0.021054,0.005616,0.305940,0.012412,0.040570,448440
B,EXP_DBL_1333,10,6.101910,0.034260,0.005615,0.319455,0.008748,0.027384,448440
A,EXP_DBL_1108,10,2.014100,0.011304,0.005612,0.319628,0.017415,0.054485,448440
A,EXP_DBL_0357,10,1.989254,0.011162,0.005611,0.307698,0.006537,0.021245,448440
B,EXP_DBL_0671,10,4.983151,0.027917,0.005602,0.319712,0.012636,0.039523,448440
B,EXP_DBL_0013,10,4.734345,0.026523,0.005602,0.308269,0.013273,0.043057,448424
B,EXP_DBL_1404,10,6.271560,0.035090,0.005595,0.337545,0.009881,0.029273,448440
C,EXP_DBL_0191,10,3.756848,0.020985,0.005586,0.311191,0.005836,0.018754,448440
C,EXP_ABL_023_disable-early-taildup,10,3.763497,0.021003,0.005581,0.314129,0.011296,0.035960,448440
B,EXP_DBL_1529,10,5.102927,0.028474,0.005580,0.316612,0.011143,0.035194,448440
A,EXP_ABL_082_disable-spill-fusing,10,1.980017,0.011033,0.005572,0.314526,0.017195,0.054670,448472
B,EXP_DBL_1261,10,5.164098,0.028743,0.005566,0.317976,0.023728,0.074622,448440
A,EXP_DBL_1014,10,2.013252,0.011198,0.005562,0.315793,0.007075,0.022404,448440
A,EXP_DBL_1572,10,2.021815,0.011243,0.005561,0.315238,0.007912,0.025098,448440
C,EXP_DBL_0210,10,3.753856,0.020860,0.005557,0.312099,0.004224,0.013534,448440
C,EXP_DBL_0821,10,3.840825,0.021324,0.005552,0.315580,0.010384,0.032904,448440
A,EXP_DBL_0778,10,2.006214,0.011128,0.005547,0.322480,0.013003,0.040322,448440
C,EXP_DBL_0297,10,3.661276,0.020302,0.005545,0.310408,0.008890,0.028640,448440
B,EXP_DBL_1540,10,5.032550,0.027891,0.005542,0.315689,0.018963,0.060069,448440
B,EXP_DBL_1391,10,6.311023,0.034965,0.005540,0.337328,0.006575,0.019491,448440
A,EXP_DBL_0285,10,1.932179,0.010700,0.005538,0.305883,0.015186,0.049646,448440
C,EXP_DBL_0293,10,3.669983,0.020301,0.005532,0.309303,0.012074,0.039036,448440
A,EXP_DBL_1398,10,2.092080,0.011566,0.005528,0.334613,0.004167,0.012453,448440
A,EXP_DBL_1427,10,2.098249,0.011594,0.005526,0.334214,0.007181,0.021486,448440
C,EXP_ABL_061_disable-last-run-tracking,10,3.763222,0.020783,0.005523,0.313223,0.012992,0.041478,448440
A,EXP_DBL_0082,10,1.969865,0.010858,0.005512,0.308681,0.007717,0.025000,448472
C,EXP_DBL_0390,10,3.696142,0.020339,0.005503,0.314474,0.009801,0.031166,448440
A,EXP_DBL_0474,10,1.996941,0.010963,0.005490,0.308869,0.016743,0.054207,448440
C,EXP_ABL_039_disable-cleanups,10,3.764261,0.020655,0.005487,0.311875,0.010634,0.034097,448440
C,EXP_DBL_0148,10,3.754906,0.020592,0.005484,0.312189,0.009848,0.031545,448440
C,EXP_ABL_030_disable-ifcvt-triangle-rev,10,3.771273,0.020664,0.005479,0.311895,0.015346,0.049202,448440
C,EXP_DBL_0719,10,3.835631,0.020997,0.005474,0.315343,0.011232,0.035618,448440
C,EXP_DBL_0727,10,3.812918,0.020848,0.005468,0.315347,0.012124,0.038447,448440
A,EXP_DBL_0130,10,1.973574,0.010784,0.005464,0.307764,0.009071,0.029474,448424
A,EXP_DBL_0215,10,1.975707,0.010780,0.005456,0.308536,0.011876,0.038491,448440
C,EXP_DBL_0469,10,3.715485,0.020259,0.005453,0.316985,0.008152,0.025717,448440
A,EXP_DBL_0420,10,1.985554,0.010814,0.005446,0.314758,0.024069,0.076468,448440
A,EXP_ABL_075_disable-dfa-sched,10,1.983580,0.010793,0.005441,0.309408,0.010473,0.033849,448440
C,EXP_DBL_0594,10,3.789162,0.020611,0.005439,0.313397,0.011273,0.035970,448424
A,EXP_DBL_0973,10,2.009260,0.010926,0.005438,0.319744,0.016639,0.052039,448440
B,EXP_ABL_048_disable-mergeicmps,10,4.672669,0.025338,0.005423,0.299350,0.016278,0.054378,448440
B,EXP_DBL_0744,10,4.958817,0.026879,0.005420,0.320220,0.007358,0.022978,448616
C,EXP_DBL_1243,10,3.837020,0.020793,0.005419,0.321993,0.012693,0.039420,448440
C,EXP_DBL_0034,10,3.760318,0.020373,0.005418,0.310276,0.004314,0.013904,448440
C,EXP_DBL_0031,10,3.757975,0.020352,0.005416,0.304799,0.006862,0.022513,448440
C,EXP_DBL_0112,10,3.748325,0.020292,0.005414,0.303620,0.011176,0.036809,448440
A,EXP_DBL_0195,10,1.977183,0.010638,0.005380,0.307087,0.006066,0.019753,448440
B,EXP_DBL_0798,10,4.933310,0.026452,0.005362,0.307887,0.015266,0.049583,448440
B,EXP_DBL_0902,10,4.744160,0.025434,0.005361,0.332121,0.009480,0.028544,448488
B,EXP_DBL_1126,10,4.729624,0.025314,0.005352,0.316829,0.010551,0.033302,448424
A,EXP_DBL_0364,10,1.985628,0.010615,0.005346,0.310884,0.008744,0.028126,448440
C,EXP_DBL_0411,10,3.781732,0.020210,0.005344,0.315225,0.013258,0.042059,448440
B,EXP_DBL_0663,10,5.049798,0.026973,0.005341,0.317649,0.016416,0.051680,448472
C,EXP_DBL_0629,10,3.793350,0.020231,0.005333,0.316192,0.012135,0.038379,448440
C,EXP_DBL_1457,10,3.930467,0.020952,0.005331,0.313451,0.016533,0.052745,448440
C,EXP_DBL_0154,10,3.755105,0.019989,0.005323,0.313011,0.010970,0.035047,448440
C,EXP_DBL_0510,10,3.798710,0.020206,0.005319,0.310794,0.007858,0.025284,448440
A,EXP_DBL_0217,10,1.975947,0.010490,0.005309,0.308452,0.008303,0.026918,448440
C,EXP_DBL_0221,10,3.756521,0.019928,0.005305,0.314418,0.012812,0.040748,448440
B,EXP_DBL_0617,10,4.947262,0.026241,0.005304,0.321012,0.010541,0.032837,448440
C,EXP_DBL_0426,10,3.803996,0.020129,0.005292,0.311967,0.005988,0.019194,448440
A,EXP_DBL_0207,10,1.972068,0.010424,0.005286,0.315958,0.008357,0.026450,448440
C,EXP_DBL_0082,10,3.756310,0.019851,0.005285,0.308681,0.007717,0.025000,448472
B,EXP_DBL_1399,10,6.293094,0.033084,0.005257,0.337498,0.011024,0.032664,448440
B,EXP_DBL_1400,10,5.922295,0.031091,0.005250,0.331601,0.005744,0.017322,448472
B,EXP_DBL_1328,10,6.110891,0.031946,0.005228,0.331549,0.010193,0.030744,448440
C,EXP_DBL_0384,10,3.676304,0.019198,0.005222,0.308354,0.010419,0.033789,448440
A,EXP_DBL_0107,10,1.972139,0.010292,0.005219,0.308746,0.011540,0.037377,448440
A,EXP_ABL_015_MatchBranchSimplification,10,1.948782,0.010161,0.005214,0.304347,0.011640,0.038246,448440
A,EXP_ABL_071_disable-2addr-hack,10,1.980794,0.010325,0.005213,0.307416,0.009551,0.031069,448440
A,EXP_DBL_0356,10,1.993939,0.010373,0.005202,0.306549,0.002479,0.008087,448440
B,EXP_DBL_1435,10,6.298697,0.032678,0.005188,0.335650,0.006840,0.020378,448440
A,EXP_DBL_0433,10,2.002744,0.010391,0.005188,0.315783,0.010693,0.033862,448440
B,EXP_DBL_0899,10,4.910601,0.025439,0.005180,0.332498,0.006791,0.020424,448440
B,EXP_DBL_1215,10,5.085161,0.026327,0.005177,0.310619,0.018268,0.058812,448440
C,EXP_DBL_0007,10,3.766149,0.019495,0.005176,0.306526,0.006221,0.020295,448440
B,EXP_DBL_1192,10,4.979864,0.025760,0.005173,0.319580,0.011264,0.035246,448440
A,EXP_ABL_042_disable-demotion,10,1.980259,0.010243,0.005173,0.308798,0.012848,0.041606,448440
B,EXP_DBL_1403,10,6.289300,0.032506,0.005168,0.334398,0.011171,0.033406,448440
C,EXP_ABL_055_disable-type-promotion,10,3.757692,0.019415,0.005167,0.308689,0.011749,0.038061,448440
A,EXP_DBL_0123,10,1.974890,0.010172,0.005151,0.307361,0.014085,0.045826,448440
C,EXP_DBL_0155,10,3.755422,0.019328,0.005147,0.309759,0.011719,0.037833,448472
A,EXP_DBL_0067,10,1.971730,0.010137,0.005141,0.307155,0.004915,0.016002,448440
C,EXP_DBL_0368,10,3.776599,0.019398,0.005136,0.310336,0.009850,0.031740,448440
C,EXP_DBL_0222,10,3.760912,0.019257,0.005120,0.314146,0.003509,0.011170,448440
C,EXP_DBL_0078,10,3.753815,0.019194,0.005113,0.309267,0.013721,0.044366,448440
A,EXP_ABL_037_disable-adv-copy-opt,10,1.975151,0.010074,0.005100,0.309855,0.011230,0.036243,448440
A,EXP_DBL_0111,10,1.973948,0.010060,0.005096,0.315734,0.007655,0.024245,448440
C,EXP_DBL_1202,10,3.852488,0.019626,0.005094,0.311513,0.007694,0.024699,448440
B,EXP_DBL_1393,10,6.295555,0.032049,0.005091,0.342548,0.007453,0.021758,448440
A,EXP_DBL_1564,10,2.031338,0.010339,0.005090,0.323399,0.014393,0.044505,448440
C,EXP_DBL_1396,10,3.988934,0.020247,0.005076,0.335747,0.004666,0.013897,448440
A,EXP_DBL_0162,10,1.971789,0.010005,0.005074,0.314340,0.009396,0.029891,448440
B,EXP_DBL_1541,10,4.755035,0.024097,0.005068,0.323006,0.005763,0.017842,448424
C,EXP_DBL_0331,10,3.700237,0.018751,0.005068,0.320152,0.009597,0.029976,448472
C,EXP_DBL_1032,10,3.847206,0.019455,0.005057,0.321149,0.013009,0.040508,448440
A,EXP_DBL_0444,10,1.986951,0.010043,0.005054,0.305411,0.018786,0.061511,448440
B,EXP_DBL_1177,10,4.968572,0.025045,0.005041,0.318454,0.009417,0.029571,448440
C,EXP_DBL_0319,10,3.662996,0.018463,0.005040,0.312647,0.009871,0.031572,448440
C,EXP_DBL_0362,10,3.780044,0.019035,0.005036,0.311072,0.011603,0.037300,448440
A,EXP_DBL_0672,10,2.015351,0.010109,0.005016,0.314067,0.012348,0.039316,448440
A,EXP_ABL_048_disable-mergeicmps,10,1.976003,0.009912,0.005016,0.299350,0.016278,0.054378,448440
C,EXP_DBL_0077,10,3.751445,0.018809,0.005014,0.302076,0.008819,0.029195,448440
C,EXP_DBL_0467,10,3.700587,0.018525,0.005006,0.310974,0.011123,0.035768,448440
C,EXP_DBL_1018,10,3.841716,0.019224,0.005004,0.319445,0.024559,0.076880,448440
C,EXP_DBL_0036,10,3.758163,0.018779,0.004997,0.311600,0.011463,0.036788,448440
C,EXP_DBL_0417,10,3.797477,0.018969,0.004995,0.317291,0.008680,0.027357,448440
B,EXP_DBL_0114,10,4.636995,0.023151,0.004993,0.309466,0.015863,0.051259,448440
A,EXP_DBL_0031,10,1.978473,0.009871,0.004989,0.304799,0.006862,0.022513,448440
C,EXP_DBL_0894,10,3.818040,0.019016,0.004981,0.334111,0.008836,0.026446,448472
B,EXP_DBL_1286,10,6.147028,0.030570,0.004973,0.322947,0.013791,0.042704,448440
A,EXP_DBL_0061,10,1.973769,0.009800,0.004965,0.307138,0.008532,0.027779,448440
A,EXP_DBL_0307,10,1.942862,0.009618,0.004950,0.304957,0.010302,0.033782,448440
A,EXP_DBL_1093,10,2.026599,0.010030,0.004949,0.325230,0.009343,0.028727,448376
B,EXP_DBL_1259,10,5.185195,0.025648,0.004946,0.324978,0.007722,0.023762,448376
B,EXP_DBL_1392,10,5.930423,0.029227,0.004928,0.337524,0.009679,0.028676,448472
C,EXP_DBL_0217,10,3.753915,0.018491,0.004926,0.308452,0.008303,0.026918,448440
B,EXP_DBL_0901,10,4.927065,0.024226,0.004917,0.337443,0.014005,0.041503,448440
C,EXP_DBL_1447,10,3.990572,0.019616,0.004916,0.333406,0.006585,0.019751,448440
C,EXP_DBL_0195,10,3.755286,0.018453,0.004914,0.307087,0.006066,0.019753,448440
A,EXP_DBL_0610,10,2.004107,0.009844,0.004912,0.315584,0.015236,0.048279,448440
A,EXP_DBL_0032,10,1.979327,0.009718,0.004910,0.314461,0.014291,0.045446,448440
C,EXP_DBL_0355,10,3.777838,0.018540,0.004908,0.307654,0.009802,0.031860,448440
A,EXP_DBL_0725,10,2.016496,0.009887,0.004903,0.313807,0.008352,0.026615,448440
A,EXP_DBL_0782,10,2.004901,0.009799,0.004888,0.320466,0.010388,0.032415,448440
C,EXP_DBL_0306,10,3.670775,0.017919,0.004882,0.313526,0.010643,0.033946,448440
B,EXP_DBL_1294,10,5.862627,0.028577,0.004874,0.317534,0.010165,0.032012,448440
B,EXP_DBL_1287,10,6.121270,0.029813,0.004870,0.313364,0.013035,0.041597,448440
C,EXP_DBL_0109,10,3.756120,0.018258,0.004861,0.304434,0.008031,0.026380,448440
A,EXP_DBL_0606,10,2.004278,0.009723,0.004851,0.308561,0.012926,0.041891,448440
A,EXP_DBL_1069,10,2.012079,0.009755,0.004848,0.319725,0.012073,0.037761,448440
A,EXP_DBL_0656,10,1.965732,0.009516,0.004841,0.306298,0.002223,0.007258,448440
C,EXP_DBL_0501,10,3.797408,0.018371,0.004838,0.309416,0.018454,0.059641,448440
B,EXP_DBL_1199,10,5.061154,0.024453,0.004832,0.316382,0.017038,0.053853,448440
C,EXP_DBL_0037,10,3.758191,0.018150,0.004829,0.312049,0.013901,0.044547,448440
A,EXP_DBL_0118,10,1.970139,0.009485,0.004814,0.310629,0.010340,0.033287,448440
A,EXP_ABL_045_disable-machine-cse,10,1.978557,0.009510,0.004807,0.307570,0.004957,0.016117,448472
C,EXP_DBL_0059,10,3.755071,0.018016,0.004798,0.312039,0.003563,0.011418,448440
A,EXP_DBL_0231,10,1.974803,0.009476,0.004798,0.309785,0.012319,0.039766,448440
A,EXP_DBL_0368,10,1.993733,0.009564,0.004797,0.310336,0.009850,0.031740,448440
A,EXP_DBL_0908,10,2.016589,0.009669,0.004795,0.337195,0.011656,0.034568,448440
C,EXP_DBL_0067,10,3.755634,0.017969,0.004785,0.307155,0.004915,0.016002,448440
A,EXP_DBL_1407,10,2.096332,0.009991,0.004766,0.331948,0.011057,0.033309,448440
B,EXP_DBL_1388,10,6.315974,0.030098,0.004765,0.338828,0.011277,0.033282,448440
C,EXP_DBL_0296,10,3.655478,0.017387,0.004756,0.318674,0.009442,0.029629,448424
A,EXP_DBL_1457,10,2.069891,0.009817,0.004743,0.313451,0.016533,0.052745,448440
B,EXP_DBL_1604,10,5.017912,0.023791,0.004741,0.317202,0.009423,0.029707,448440
A,EXP_DBL_0205,10,1.974089,0.009338,0.004730,0.313665,0.006892,0.021972,448440
A,EXP_DBL_0122,10,1.970486,0.009314,0.004727,0.308682,0.009826,0.031832,448440
C,EXP_DBL_0975,10,3.823644,0.018060,0.004723,0.313781,0.009184,0.029269,448440
A,EXP_DBL_0184,10,1.972028,0.009312,0.004722,0.313678,0.004429,0.014120,448440
A,EXP_DBL_0020,10,1.979403,0.009345,0.004721,0.306358,0.014516,0.047382,448440
C,EXP_DBL_0209,10,3.754758,0.017706,0.004716,0.304880,0.007529,0.024695,448440
C,EXP_DBL_1573,10,3.940883,0.018582,0.004715,0.315248,0.005638,0.017884,448440
C,EXP_ABL_015_disable-postra-machine-licm,10,3.759244,0.017699,0.004708,0.317022,0.017205,0.054271,448440
A,EXP_ABL_010_ImpossiblePredicates,10,1.940149,0.009134,0.004708,0.300553,0.006811,0.022662,448440
C,EXP_DBL_0387,10,3.668398,0.017249,0.004702,0.315524,0.010390,0.032929,448440
C,EXP_DBL_0040,10,3.761797,0.017638,0.004689,0.304706,0.008572,0.028132,448440
A,EXP_DBL_0213,10,1.968761,0.009226,0.004686,0.304646,0.010106,0.033173,448424
B,EXP_DBL_1441,10,6.277807,0.029331,0.004672,0.335214,0.008266,0.024659,448440
C,EXP_DBL_1166,10,3.886013,0.018156,0.004672,0.313816,0.008602,0.027411,448440
A,EXP_DBL_1341,10,1.992313,0.009299,0.004667,0.329264,0.001657,0.005032,448424
C,EXP_DBL_0142,10,3.747513,0.017433,0.004652,0.307574,0.007511,0.024420,448440
A,EXP_DBL_1161,10,2.012202,0.009360,0.004652,0.316273,0.007588,0.023992,448472
C,EXP_DBL_0218,10,3.756817,0.017464,0.004649,0.312929,0.010106,0.032295,448440
C,EXP_ABL_028_disable-ifcvt-triangle,10,3.761417,0.017477,0.004646,0.319404,0.007585,0.023747,448440
B,EXP_ABL_047_disable-machine-sink,10,4.720028,0.021883,0.004636,0.311461,0.009823,0.031538,448424
C,EXP_ABL_054_disable-ssc,10,3.763423,0.017446,0.004636,0.305551,0.025218,0.082533,448440
B,EXP_DBL_1336,10,6.108678,0.028300,0.004633,0.323907,0.003651,0.011272,448440
A,EXP_DBL_1605,10,2.009997,0.009311,0.004632,0.321565,0.014148,0.043997,448440
A,EXP_DBL_1104,10,2.007426,0.009292,0.004629,0.321759,0.013208,0.041049,448440
C,EXP_DBL_1547,10,3.883808,0.017968,0.004626,0.322883,0.012959,0.040135,448440
C,EXP_DBL_0088,10,3.747434,0.017313,0.004620,0.304161,0.007728,0.025408,448440
C,EXP_ABL_024_disable-ifcvt-diamond,10,3.756442,0.017347,0.004618,0.316052,0.011889,0.037617,448440
A,EXP_DBL_0230,10,1.967001,0.009050,0.004601,0.309470,0.007981,0.025789,448472
C,EXP_DBL_1407,10,3.990766,0.018354,0.004599,0.331948,0.011057,0.033309,448440
A,EXP_DBL_0197,10,1.975145,0.009072,0.004593,0.307111,0.009040,0.029436,448440
