Source,Target,Type,Weight,Stability
EnumSizeOpt,machine-sink,Interaction,-0.003820995384800536,0.68
EnumSizeOpt,memop-opt,Interaction,0.003529989948040722,0.68
EnumSizeOpt,mergeicmps,Interaction,-0.0026157750795854067,0.68
EnumSizeOpt,non-allocatable-phys-copy-opt,Interaction,-0.00169272407528679,0.52
EnumSizeOpt,ondemand-mds-loading,Interaction,-0.0008815959899368923,0.4
EnumSizeOpt,post-ra,Interaction,0.0022804420695150167,0.56
EnumSizeOpt,preheader-prot,Interaction,0.00345206998492343,0.54
EnumSizeOpt,ssc,Interaction,-0.0016279616327196376,0.64
EnumSizeOpt,strictnode-mutation,Interaction,0.0037024942761680214,0.74
EnumSizeOpt,tail-calls,Interaction,0.003928050488592057,0.56
EnumSizeOpt,type-promotion,Interaction,0.009392884260700387,0.58
EnumSizeOpt,vector-combine,Interaction,-0.004645614656125599,0.82
EnumSizeOpt,vp,Interaction,-0.0009128712592806322,0.4
ForceInline,2addr-hack,Interaction,-0.0014934403468214118,0.5
ForceInline,block-placement,Interaction,-0.0027392779029514675,0.54
ForceInline,branch-fold,Interaction,-0.00109904174214853,0.44
ForceInline,cgp-ext-ld-promotion,Interaction,-0.00664119735344141,0.9
ForceInline,cgp-store-extract,Interaction,-0.001194491723559798,0.46
ForceInline,chr,Interaction,0.0008448211295852879,0.42
ForceInline,copyprop,Interaction,-0.002067659945840378,0.54
ForceInline,early-taildup,Interaction,0.0034369395540448677,0.7
ForceInline,expand-reductions,Interaction,0.0019250877166688588,0.54
ForceInline,global-outlining,Interaction,-0.0020392756357863837,0.62
ForceInline,icp,Interaction,-0.002341423045724893,0.66
ForceInline,ifcvt-forked-diamond,Interaction,0.005714869311124236,0.68
ForceInline,ifcvt-triangle-false,Interaction,-0.002560580095317156,0.62
ForceInline,ifcvt-triangle-rev,Interaction,0.002332367638824683,0.46
ForceInline,interleaved-load-combine,Interaction,0.0018143395700948744,0.56
ForceInline,loop-level-heuristics,Interaction,0.0017777634715912777,0.48
ForceInline,machine-licm,Interaction,-0.0032134066113868936,0.48
ForceInline,machine-sink,Interaction,-0.00428969160623617,0.64
ForceInline,mr-partial-inlining,Interaction,0.004588621334351258,0.58
ForceInline,ondemand-mds-loading,Interaction,0.007842755967356287,0.76
ForceInline,phi-elim-edge-splitting,Interaction,0.002916026964746445,0.54
ForceInline,postra-machine-licm,Interaction,0.004452129118508834,0.6
ForceInline,preheader-prot,Interaction,-0.002388409228970689,0.46
ForceInline,select-optimize,Interaction,0.003489337357765707,0.72
ForceInline,spill-fusing,Interaction,0.010775522863997314,0.7
ForceInline,strictnode-mutation,Interaction,0.05265533477313736,0.74
ForceInline,tail-calls,Interaction,-0.0007786387595277416,0.52
ForceInline,tail-duplicate,Interaction,-0.010601264084070252,0.82
ForceInline,whole-program-visibility,Interaction,0.0006942278636808255,0.4
GVN,advanced-peeling,Interaction,-0.0011942639281121057,0.48
GVN,auto-upgrade-debug-info,Interaction,-0.006092467040720565,0.88
GVN,bitcode-version-upgrade,Interaction,-0.004014739171084056,0.72
GVN,block-placement,Interaction,0.007149116166820155,0.74
GVN,cfi-fixup,Interaction,-0.00453835379846049,0.74
GVN,cgdata-for-merging,Interaction,-0.0023892881327376085,0.46
GVN,cgp,Interaction,-0.005347247187513762,0.76
GVN,cgp-ext-ld-promotion,Interaction,0.00239943565451756,0.64
GVN,cgp-gc-opts,Interaction,-0.0017143832085370677,0.48
GVN,cgp-store-extract,Interaction,0.0017518628889841472,0.54
GVN,constant-hoisting,Interaction,0.0014718381160467456,0.48
GVN,demotion,Interaction,0.0029904629433592433,0.48
GVN,expand-reductions,Interaction,0.004995612085103636,0.68
GVN,gep-const-evaluation,Interaction,0.010826722608476254,0.56
GVN,global-outlining,Interaction,-0.002891587366612222,0.56
GVN,ifcvt-triangle,Interaction,-0.0021290631944337456,0.62
GVN,ifcvt-triangle-rev,Interaction,0.0023910575660038374,0.4
GVN,last-run-tracking,Interaction,-0.001697033975636357,0.58
GVN,layout-fsprofile-loader,Interaction,-0.004910994319585718,0.78
GVN,lftr,Interaction,0.029065802893712828,0.6
GVN,loop-idiom-vectorize-bytecmp,Interaction,0.0021706353035054952,0.4
GVN,loop-level-heuristics,Interaction,0.003317008465705242,0.64
GVN,machine-cse,Interaction,0.0032366632720784473,0.58
GVN,machine-dce,Interaction,0.00234099822675542,0.46
GVN,machine-sink,Interaction,0.008719859526343176,0.62
GVN,memop-opt,Interaction,-0.0019587186679800115,0.48
GVN,mergeicmps,Interaction,0.016784585356064138,0.96
GVN,nofree-inference,Interaction,-0.00130925040147838,0.46
GVN,non-allocatable-phys-copy-opt,Interaction,0.0041791367647100374,0.56
GVN,nounwind-inference,Interaction,-0.006709656969546741,0.84
GVN,ondemand-mds-loading,Interaction,-0.0016238186746273177,0.46
GVN,partial-inlining,Interaction,0.0351691670439727,1.0
GVN,peephole,Interaction,0.019397024593918358,0.64
GVN,post-ra,Interaction,0.010708868971298443,0.82
GVN,postra-machine-sink,Interaction,-0.002608139067614541,0.72
GVN,preheader-prot,Interaction,0.005527418931076611,0.8
GVN,preinline,Interaction,-0.0037925888065764874,0.66
GVN,ra-fsprofile-loader,Interaction,-0.0013959257352473544,0.58
GVN,replace-with-vec-lib,Interaction,0.001475780234972792,0.46
GVN,sample-loader-inlining,Interaction,-0.0014382725728255615,0.5
GVN,select-optimize,Interaction,-0.008902453826543,0.72
GVN,spill-fusing,Interaction,0.021655631205056272,0.94
GVN,ssc,Interaction,-0.0048423235872257775,0.84
GVN,thinlto-funcattrs,Interaction,-0.0021858277946323903,0.54
GVN,type-promotion,Interaction,-0.003481809405533441,0.66
GVN,vector-combine,Interaction,0.011017369868794593,0.88
ImpossiblePredicates,2addr-hack,Interaction,0.045199379105647856,0.94
ImpossiblePredicates,adv-copy-opt,Interaction,0.0038788507803199264,0.64
ImpossiblePredicates,advanced-peeling,Interaction,-0.037759795492663034,0.96
ImpossiblePredicates,auto-upgrade-debug-info,Interaction,0.08647753344828732,0.94
ImpossiblePredicates,binop-extract-shuffle,Interaction,-0.03231832799702032,0.98
ImpossiblePredicates,bitcode-version-upgrade,Interaction,0.04211301142092991,0.68
ImpossiblePredicates,block-placement,Interaction,-0.022513974849843604,0.9
ImpossiblePredicates,branch-fold,Interaction,0.005941192311597746,0.78
ImpossiblePredicates,cfi-fixup,Interaction,0.050567786102813254,0.94
ImpossiblePredicates,cgdata-for-merging,Interaction,0.02942902154842881,0.76
ImpossiblePredicates,cgp,Interaction,0.020272309656425427,0.72
ImpossiblePredicates,cgp-branch-opts,Interaction,-0.0257924122272242,0.94
ImpossiblePredicates,cgp-delete-phis,Interaction,0.01509177797672969,0.76
ImpossiblePredicates,cgp-ext-ld-promotion,Interaction,-0.007163787397940095,0.8
ImpossiblePredicates,cgp-select2branch,Interaction,-0.017175904778182847,0.94
ImpossiblePredicates,cgp-store-extract,Interaction,-0.007485511733778341,0.7
ImpossiblePredicates,chr,Interaction,-0.011841325652674515,0.78
ImpossiblePredicates,cleanups,Interaction,0.08352279749354966,0.86
ImpossiblePredicates,complex-addr-modes,Interaction,0.07470203407620984,0.96
ImpossiblePredicates,constant-hoisting,Interaction,0.01483032570542513,0.78
ImpossiblePredicates,copyprop,Interaction,0.05317697390852115,0.68
ImpossiblePredicates,demotion,Interaction,0.027328357304939304,0.84
ImpossiblePredicates,dfa-sched,Interaction,0.05132392070986703,0.98
ImpossiblePredicates,early-ifcvt,Interaction,-0.013485339646229597,0.88
ImpossiblePredicates,early-taildup,Interaction,-0.00811312480154447,0.84
ImpossiblePredicates,expand-reductions,Interaction,-0.028394718980717822,0.94
ImpossiblePredicates,gep-const-evaluation,Interaction,0.008845382826151533,0.68
ImpossiblePredicates,global-outlining,Interaction,0.013890615153933895,0.84
ImpossiblePredicates,i2p-p2i-opt,Interaction,0.007024582021888356,0.64
ImpossiblePredicates,ifcvt-diamond,Interaction,-0.007278533088312964,0.78
ImpossiblePredicates,ifcvt-forked-diamond,Interaction,-0.002892830649940325,0.48
ImpossiblePredicates,ifcvt-simple-false,Interaction,-0.0044861623770744916,0.6
ImpossiblePredicates,ifcvt-triangle,Interaction,-0.005021519511382998,0.64
ImpossiblePredicates,interleaved-load-combine,Interaction,-0.02188089907530809,0.94
ImpossiblePredicates,last-run-tracking,Interaction,0.07153470363528375,0.96
ImpossiblePredicates,layout-fsprofile-loader,Interaction,0.05205149724623143,0.92
ImpossiblePredicates,lftr,Interaction,-0.01874460061927139,0.9
ImpossiblePredicates,licm-promotion,Interaction,-0.045772712254274414,0.94
ImpossiblePredicates,loop-idiom-vectorize-all,Interaction,-0.0315447375408547,0.96
ImpossiblePredicates,loop-idiom-vectorize-bytecmp,Interaction,-0.02414984840946431,0.92
ImpossiblePredicates,loop-level-heuristics,Interaction,-0.03739082065825118,0.98
ImpossiblePredicates,lsr,Interaction,-0.03655831040596821,0.96
ImpossiblePredicates,machine-cse,Interaction,-0.001819665899957196,0.4
ImpossiblePredicates,machine-licm,Interaction,-0.03580901870650243,0.94
ImpossiblePredicates,machine-sink,Interaction,0.016361510163715426,0.84
ImpossiblePredicates,memop-opt,Interaction,0.0014180175666353683,0.42
ImpossiblePredicates,mergeicmps,Interaction,0.034470909634924767,0.9
ImpossiblePredicates,mr-partial-inlining,Interaction,0.07925122915652505,0.84
ImpossiblePredicates,nofree-inference,Interaction,0.004208024491047074,0.58
ImpossiblePredicates,non-allocatable-phys-copy-opt,Interaction,0.05300385879988734,0.96
ImpossiblePredicates,ondemand-mds-loading,Interaction,0.024639182830896757,0.7
ImpossiblePredicates,partial-inlining,Interaction,0.0791684289192273,0.96
ImpossiblePredicates,partial-libcall-inlining,Interaction,0.039677299696568157,0.66
ImpossiblePredicates,peephole,Interaction,0.057631118229524506,0.86
ImpossiblePredicates,phi-elim-edge-splitting,Interaction,0.055364102844354675,0.96
ImpossiblePredicates,post-ra,Interaction,0.033496085865417496,0.98
ImpossiblePredicates,postra-machine-licm,Interaction,-0.017339668052694903,0.9
ImpossiblePredicates,postra-machine-sink,Interaction,0.04547081574822699,0.9
ImpossiblePredicates,preheader-prot,Interaction,-0.03515479361385219,0.94
ImpossiblePredicates,preinline,Interaction,0.036482549886912026,0.92
ImpossiblePredicates,promote-alloca-to-vector,Interaction,-0.03209323313303286,1.0
ImpossiblePredicates,ra-fsprofile-loader,Interaction,0.013784264671511798,0.7
ImpossiblePredicates,replace-with-vec-lib,Interaction,-0.03296531133814518,0.96
ImpossiblePredicates,sample-loader-inlining,Interaction,0.028176256925859587,0.82
ImpossiblePredicates,select-optimize,Interaction,0.03801239905858504,0.74
ImpossiblePredicates,separate-const-offset-from-gep,Interaction,0.021335178442070894,0.84
ImpossiblePredicates,spill-fusing,Interaction,0.02087423771703051,0.82
ImpossiblePredicates,strictnode-mutation,Interaction,0.007512397426709564,0.56
ImpossiblePredicates,tail-calls,Interaction,-0.007163013649995114,0.76
ImpossiblePredicates,tail-duplicate,Interaction,-0.0033192591619997445,0.42
ImpossiblePredicates,thinlto-funcattrs,Interaction,0.05286527531244824,0.88
ImpossiblePredicates,type-promotion,Interaction,0.0655997669061053,0.94
