Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med
eza,EXP_DBL_1656,10,8.615076,8.664441,0.434709,0.050172,133.954898,133.954898,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1490,10,8.572944,8.532090,0.425945,0.049923,133.874845,133.874845,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_0446,10,8.914483,8.962377,0.446189,0.049785,136.374976,136.374976,0.000000,0.000000,2474688.000000,2474688
eza,EXP_DBL_1592,10,8.462203,8.583041,0.426490,0.049690,133.407601,133.407601,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1169,10,8.939616,8.978758,0.445281,0.049593,136.550323,136.550323,0.000000,0.000000,2476352.000000,2476352
eza,EXP_DBL_0486,10,8.812095,8.801547,0.435348,0.049463,136.971415,136.971415,0.000000,0.000000,2474688.000000,2474688
eza,EXP_DBL_1261,10,9.071292,9.113302,0.450068,0.049386,139.221990,139.221990,0.000000,0.000000,2476672.000000,2476672
eza,EXP_ABL_012_disable-loop-level-heuristics,10,8.891319,8.934814,0.440386,0.049289,136.473002,136.473002,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1572,10,8.519736,8.418459,0.413446,0.049112,134.149318,134.149318,0.000000,0.000000,2478400.000000,2478400
eza,EXP_DBL_0079,10,8.968149,9.062988,0.442619,0.048838,136.320459,136.320459,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1108,10,8.911426,9.018965,0.440042,0.048791,136.786395,136.786395,0.000000,0.000000,2477344.000000,2477344
eza,EXP_DBL_0128,10,8.980685,8.978174,0.430793,0.047982,136.549209,136.549209,0.000000,0.000000,2478016.000000,2478016
eza,EXP_DBL_0507,10,8.915120,8.945639,0.428759,0.047929,135.970200,135.970200,0.000000,0.000000,2474816.000000,2474816
eza,EXP_DBL_0104,10,9.025453,9.017156,0.432160,0.047926,136.683402,136.683402,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1579,10,8.609963,8.586734,0.410932,0.047857,133.915787,133.915787,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_0861,10,9.324159,9.358265,0.447208,0.047787,144.112326,144.112326,0.000000,0.000000,2491392.000000,2491392
eza,EXP_DBL_0908,10,9.120950,9.094790,0.433834,0.047701,144.643216,144.643216,0.000000,0.000000,2491392.000000,2491392
eza,EXP_DBL_1530,10,8.549473,8.594088,0.409811,0.047685,133.811326,133.811326,0.000000,0.000000,2478400.000000,2478400
eza,EXP_DBL_1153,10,9.014485,9.146132,0.435598,0.047626,137.193686,137.193686,0.000000,0.000000,2477312.000000,2477312
eza,EXP_DBL_1147,10,8.883999,8.815185,0.418122,0.047432,137.613001,137.613001,0.000000,0.000000,2477344.000000,2477344
eza,EXP_DBL_1611,10,8.564266,8.486866,0.401708,0.047333,133.832521,133.832521,0.000000,0.000000,2475680.000000,2475680
eza,EXP_ABL_022_disable-early-ifcvt,10,8.948129,8.972506,0.423797,0.047233,136.446815,136.446815,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1639,10,8.678034,8.654003,0.408601,0.047215,134.419192,134.419192,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1174,10,8.867024,8.825373,0.416001,0.047137,136.730813,136.730813,0.000000,0.000000,2476352.000000,2476352
eza,EXP_DBL_1607,10,8.529058,8.537222,0.401952,0.047082,134.020518,134.020518,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_0143,10,9.035226,9.057349,0.426405,0.047078,136.989645,136.989645,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1223,10,8.830015,8.878241,0.417935,0.047074,137.515758,137.515758,0.000000,0.000000,2476352.000000,2476352
eza,EXP_DBL_1522,10,8.790207,8.823534,0.415194,0.047055,134.695060,134.695060,0.000000,0.000000,2478400.000000,2478400
eza,EXP_DBL_1624,10,8.577571,8.540932,0.399449,0.046769,133.154043,133.154043,0.000000,0.000000,2470496.000000,2470496
eza,EXP_DBL_1299,10,8.985901,9.006935,0.420192,0.046652,137.837234,137.837234,0.000000,0.000000,2481792.000000,2481792
eza,EXP_DBL_1654,10,8.304280,8.422813,0.392238,0.046569,134.381513,134.381513,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_0485,10,8.802141,8.709494,0.405405,0.046547,136.447062,136.447062,0.000000,0.000000,2474688.000000,2474688
eza,EXP_DBL_1293,10,9.112941,9.049012,0.419681,0.046379,138.201139,138.201139,0.000000,0.000000,2476512.000000,2476512
eza,EXP_DBL_1256,10,9.047371,8.961065,0.415540,0.046372,138.458584,138.458584,0.000000,0.000000,2475008.000000,2475008
eza,EXP_DBL_1071,10,9.338808,9.338987,0.431552,0.046210,138.764926,138.764926,0.000000,0.000000,2475872.000000,2475872
eza,EXP_DBL_1244,10,9.006833,9.148846,0.422481,0.046179,136.778582,136.778582,0.000000,0.000000,2491776.000000,2491776
eza,EXP_DBL_1190,10,8.639734,8.579071,0.394667,0.046003,136.604635,136.604635,0.000000,0.000000,2476352.000000,2476352
eza,EXP_DBL_1104,10,9.325458,9.358783,0.430486,0.045998,139.278664,139.278664,0.000000,0.000000,2477344.000000,2477344
eza,EXP_DBL_1300,10,9.081743,9.198947,0.422300,0.045907,138.355547,138.355547,0.000000,0.000000,2476512.000000,2476512
eza,EXP_DBL_1201,10,8.893539,8.884541,0.407542,0.045871,136.871985,136.871985,0.000000,0.000000,2476352.000000,2476352
eza,EXP_DBL_1574,10,8.611574,8.717399,0.399734,0.045855,134.106136,134.106136,0.000000,0.000000,2514656.000000,2514656
eza,EXP_DBL_1626,10,8.599195,8.542948,0.390528,0.045713,134.743952,134.743952,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_0216,10,9.156296,9.080914,0.414633,0.045660,137.124700,137.124700,0.000000,0.000000,2471520.000000,2471520
eza,EXP_DBL_1377,10,9.324629,9.423608,0.430170,0.045648,140.195646,140.195646,0.000000,0.000000,2475808.000000,2475808
eza,EXP_DBL_1438,10,8.640764,8.545623,0.389964,0.045633,134.127071,134.127071,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_0448,10,8.920365,8.906572,0.406174,0.045604,136.615111,136.615111,0.000000,0.000000,2475136.000000,2475136
eza,EXP_DBL_1455,10,8.700672,8.742653,0.397852,0.045507,133.428034,133.428034,0.000000,0.000000,2475680.000000,2475680
eza,EXP_DBL_1505,10,8.562195,8.662375,0.394168,0.045503,133.544087,133.544087,0.000000,0.000000,2476320.000000,2476320
eza,EXP_DBL_1162,10,8.851186,8.940389,0.406724,0.045493,136.625149,136.625149,0.000000,0.000000,2477344.000000,2477344
