Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med,run_repeats_med
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0257,10,6.429088,6.425351,0.111576,0.017365,121.515271,121.515271,0.000000,0.000000,2620592.000000,2620592,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1378,10,6.857702,6.824984,0.118409,0.017349,118.448069,118.448069,0.000000,0.000000,2620552.000000,2620552,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0383,10,6.523740,6.540318,0.113424,0.017342,116.677958,116.677958,0.000000,0.000000,2623024.000000,2623024,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0235,10,6.342407,6.340764,0.109932,0.017337,125.789854,125.789854,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0715,10,6.699106,6.699557,0.116045,0.017321,119.604616,119.604616,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0906,10,6.888941,6.853609,0.118601,0.017305,121.933085,121.933085,0.000000,0.000000,2660960.000000,2660960,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0398,10,6.493970,6.491835,0.112339,0.017305,122.992841,122.992841,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1221,10,6.916456,6.893424,0.119184,0.017290,150.016560,150.016560,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0305,10,6.561087,6.570526,0.113304,0.017244,121.828902,121.828902,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,10,6.434417,6.417693,0.110496,0.017217,127.144882,127.144882,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1304,10,6.699471,6.683844,0.114816,0.017178,122.453748,122.453748,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1123,10,5.803378,5.796403,0.099547,0.017174,126.378246,126.378246,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0211,10,6.234955,6.272155,0.107684,0.017169,122.418326,122.418326,0.000000,0.000000,2627480.000000,2627480,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0786,10,6.541610,6.534614,0.112179,0.017167,120.877288,120.877288,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0693,10,6.658333,6.638656,0.113918,0.017160,125.931284,125.931284,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0143,10,6.390401,6.392696,0.109687,0.017158,119.735324,119.735324,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0402,10,6.470864,6.472126,0.110823,0.017123,118.421672,118.421672,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1219,10,7.034859,7.023632,0.119839,0.017062,139.662012,139.662012,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1206,10,6.914920,6.938303,0.118321,0.017053,146.958135,146.958135,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_076_disable-i2p-p2i-opt,10,6.400892,6.407215,0.109114,0.017030,120.649448,120.649448,0.000000,0.000000,2631616.000000,2631616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1325,10,6.623900,6.594152,0.112273,0.017026,121.128263,121.128263,0.000000,0.000000,2659848.000000,2659848,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0548,10,6.664991,6.653329,0.113093,0.016998,116.740162,116.740162,0.000000,0.000000,2621776.000000,2621776,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0001,10,6.581182,6.578959,0.111724,0.016982,122.814851,122.814851,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1322,10,6.657274,6.631149,0.112458,0.016959,123.348859,123.348859,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1615,10,6.857096,6.862332,0.116102,0.016919,130.490706,130.490706,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0396,10,6.290939,6.316142,0.106655,0.016886,120.347916,120.347916,0.000000,0.000000,2647008.000000,2647008,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0171,10,6.279181,6.266814,0.105824,0.016886,126.640691,126.640691,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1167,10,6.683612,6.658179,0.112284,0.016864,117.211833,117.211833,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0496,10,6.587492,6.601242,0.111319,0.016863,119.633892,119.633892,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0192,10,6.316229,6.337955,0.106797,0.016850,119.215550,119.215550,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0031,10,6.483548,6.474316,0.108912,0.016822,119.667984,119.667984,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0077,10,6.390335,6.409476,0.107795,0.016818,118.354766,118.354766,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1121,10,5.802317,5.811853,0.097349,0.016750,123.264357,123.264357,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0722,10,6.670370,6.703345,0.112189,0.016736,120.452677,120.452677,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_037_disable-adv-copy-opt,10,6.802740,6.787451,0.112999,0.016648,126.857432,126.857432,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0902,10,7.086670,7.057549,0.117371,0.016631,126.680351,126.680351,0.000000,0.000000,2690112.000000,2690112,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0945,10,6.524002,6.575729,0.109112,0.016593,114.290758,114.290758,0.000000,0.000000,2620792.000000,2620792,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1633,10,6.725219,6.705144,0.111102,0.016570,126.532000,126.532000,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0236,10,6.375157,6.410381,0.105868,0.016515,120.879711,120.879711,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1079,10,6.557217,6.535483,0.107715,0.016482,119.722351,119.722351,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0324,10,6.540001,6.512109,0.107124,0.016450,116.170398,116.170398,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1244,10,6.784205,6.789364,0.111668,0.016447,137.456006,137.456006,0.000000,0.000000,2638032.000000,2638032,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0146,10,6.426046,6.408821,0.105248,0.016422,117.695819,117.695819,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1249,10,6.964614,6.976052,0.114262,0.016379,146.811934,146.811934,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1343,10,6.593605,6.614420,0.108315,0.016376,124.312244,124.312244,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0068,10,6.460632,6.454752,0.105663,0.016370,119.542636,119.542636,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1629,10,6.761786,6.777426,0.110875,0.016359,128.244373,128.244373,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_006_EarlyOtherwiseBranch,10,6.446289,6.463700,0.105719,0.016356,127.735650,127.735650,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1103,10,5.743725,5.727523,0.093510,0.016326,118.976351,118.976351,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1353,10,6.511662,6.519602,0.106345,0.016312,126.972333,126.972333,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1110,10,5.668861,5.669774,0.092360,0.016290,123.973440,123.973440,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0215,10,6.499742,6.526908,0.106310,0.016288,119.584646,119.584646,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0035,10,6.481512,6.498812,0.105653,0.016257,121.546538,121.546538,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0423,10,6.561557,6.561343,0.106645,0.016254,121.843690,121.843690,0.000000,0.000000,2620288.000000,2620288,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1226,10,6.462323,6.463018,0.104972,0.016242,132.815753,132.815753,0.000000,0.000000,2646144.000000,2646144,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0302,10,6.464024,6.409771,0.104094,0.016240,115.873088,115.873088,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_019_UnreachableEnumBranching,10,6.458347,6.450594,0.104353,0.016177,128.282659,128.282659,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1328,10,6.762844,6.727872,0.108733,0.016162,117.852424,117.852424,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0700,10,6.602969,6.550048,0.105620,0.016125,121.751558,121.751558,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1106,10,5.736732,5.731526,0.092360,0.016114,116.934781,116.934781,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0099,10,6.578784,6.593872,0.105994,0.016075,116.364174,116.364174,0.000000,0.000000,2620832.000000,2620832,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1185,10,6.596621,6.591879,0.105966,0.016075,131.005199,131.005199,0.000000,0.000000,2621072.000000,2621072,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1084,10,5.759402,5.767582,0.092648,0.016064,116.193044,116.193044,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1273,10,6.821155,6.840840,0.109702,0.016036,137.865725,137.865725,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_010_ImpossiblePredicates,10,6.405717,6.415161,0.102747,0.016016,123.388186,123.388186,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1020,10,6.512619,6.531011,0.104318,0.015973,119.216965,119.216965,0.000000,0.000000,2621488.000000,2621488,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1261,10,6.964203,6.983070,0.110092,0.015766,141.627889,141.627889,0.000000,0.000000,2621544.000000,2621544,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0678,10,6.558531,6.553878,0.103317,0.015764,121.794605,121.794605,0.000000,0.000000,2617680.000000,2617680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1466,10,6.661525,6.708314,0.105588,0.015740,118.749437,118.749437,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1522,10,6.685199,6.695610,0.104945,0.015674,122.146317,122.146317,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0188,10,6.313407,6.295502,0.098475,0.015642,127.304733,127.304733,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0108,10,6.476870,6.454403,0.100869,0.015628,125.057133,125.057133,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1263,10,6.872844,6.874727,0.107379,0.015619,139.478384,139.478384,0.000000,0.000000,2631640.000000,2631640,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1036,10,6.551179,6.562469,0.102481,0.015616,116.824879,116.824879,0.000000,0.000000,2620016.000000,2620016,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0191,10,6.384740,6.379404,0.099601,0.015613,122.898509,122.898509,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1361,10,6.531547,6.521568,0.101767,0.015605,123.147940,123.147940,0.000000,0.000000,2621416.000000,2621416,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1363,10,6.472311,6.441173,0.100330,0.015576,124.618059,124.618059,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0962,10,6.524536,6.547152,0.101901,0.015564,118.569668,118.569668,0.000000,0.000000,2621512.000000,2621512,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0468,10,6.365327,6.354071,0.098897,0.015564,119.858562,119.858562,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1214,10,6.925824,6.932994,0.107783,0.015546,142.305385,142.305385,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0670,10,6.510447,6.489600,0.100662,0.015511,122.947199,122.947199,0.000000,0.000000,2625968.000000,2625968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0587,10,6.735775,6.723183,0.103909,0.015455,123.227035,123.227035,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0299,10,6.522023,6.549055,0.100886,0.015405,117.317523,117.317523,0.000000,0.000000,2621904.000000,2621904,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0560,10,6.613957,6.606838,0.101738,0.015399,119.620137,119.620137,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1243,10,6.809941,6.778994,0.104144,0.015363,133.447660,133.447660,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0666,10,6.338020,6.345524,0.097330,0.015338,123.511286,123.511286,0.000000,0.000000,2626160.000000,2626160,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0256,10,6.480128,6.514599,0.099711,0.015306,120.863451,120.863451,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0523,10,6.536521,6.553641,0.100041,0.015265,120.043195,120.043195,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0234,10,6.311319,6.304391,0.095832,0.015201,123.963211,123.963211,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1430,10,6.791418,6.782021,0.102980,0.015184,116.671183,116.671183,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1043,10,5.998337,5.973495,0.090615,0.015170,120.946165,120.946165,0.000000,0.000000,2624960.000000,2624960,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_002_disable-expand-reductions,10,6.444126,6.412856,0.097071,0.015137,133.577531,133.577531,0.000000,0.000000,2621760.000000,2621760,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1194,10,6.879250,6.893987,0.104309,0.015130,146.732705,146.732705,0.000000,0.000000,2621824.000000,2621824,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1232,10,6.703689,6.710474,0.101466,0.015121,132.595252,132.595252,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0475,10,6.567882,6.548721,0.098782,0.015084,125.268120,125.268120,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0279,10,6.519200,6.507322,0.098067,0.015070,125.929288,125.929288,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1275,10,6.862264,6.859999,0.103345,0.015065,141.838469,141.838469,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1130,10,5.726626,5.730911,0.086099,0.015024,122.265010,122.265010,0.000000,0.000000,2620672.000000,2620672,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1605,10,7.024069,7.004712,0.105112,0.015006,134.284132,134.284132,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1117,10,5.786981,5.781259,0.086714,0.014999,120.283387,120.283387,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0295,10,6.414410,6.411020,0.096042,0.014981,122.861244,122.861244,0.000000,0.000000,2622144.000000,2622144,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1312,10,6.651498,6.608519,0.098975,0.014977,125.237540,125.237540,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0618,10,6.705691,6.696765,0.100189,0.014961,122.490201,122.490201,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1278,10,6.627318,6.609704,0.098571,0.014913,129.107689,129.107689,0.000000,0.000000,2623096.000000,2623096,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1101,10,5.727198,5.746269,0.085639,0.014903,120.911776,120.911776,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1227,10,6.676680,6.681281,0.099475,0.014889,129.674179,129.674179,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0460,10,6.552137,6.585498,0.097826,0.014855,119.530735,119.530735,0.000000,0.000000,2625200.000000,2625200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1255,10,6.667606,6.685368,0.099246,0.014845,136.346848,136.346848,0.000000,0.000000,2620184.000000,2620184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_026_disable-ifcvt-simple,10,6.441470,6.446775,0.095693,0.014844,125.305314,125.305314,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0164,10,6.499270,6.450462,0.095601,0.014821,119.439780,119.439780,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0420,10,6.495966,6.476014,0.095908,0.014810,122.171770,122.171770,0.000000,0.000000,2621680.000000,2621680,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1359,10,6.586556,6.565503,0.097213,0.014807,127.872051,127.872051,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1252,10,6.944508,6.930624,0.102545,0.014796,147.007641,147.007641,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1394,10,6.776034,6.788963,0.100383,0.014786,120.978425,120.978425,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1176,10,6.629986,6.572194,0.097063,0.014769,117.325218,117.325218,0.000000,0.000000,2613264.000000,2613264,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_014_disable-machine-licm,10,6.362101,6.353314,0.093357,0.014694,126.908170,126.908170,0.000000,0.000000,2612304.000000,2612304,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1113,10,5.701938,5.726649,0.084121,0.014689,122.571630,122.571630,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1395,10,6.725022,6.731841,0.098753,0.014670,119.980699,119.980699,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0355,10,6.312164,6.271462,0.091899,0.014654,118.533922,118.533922,0.000000,0.000000,2620608.000000,2620608,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1341,10,6.666696,6.666831,0.097483,0.014622,115.799229,115.799229,0.000000,0.000000,2605880.000000,2605880,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1276,10,6.883570,6.907697,0.100380,0.014532,142.630778,142.630778,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1307,10,6.581459,6.594482,0.095404,0.014467,125.062895,125.062895,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1281,10,6.588765,6.566136,0.094830,0.014442,125.959010,125.959010,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1331,10,6.644813,6.606165,0.095391,0.014440,123.714182,123.714182,0.000000,0.000000,2620616.000000,2620616,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1535,10,6.865375,6.895033,0.099533,0.014435,130.944537,130.944537,0.000000,0.000000,2622768.000000,2622768,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1253,10,6.892498,6.868530,0.098999,0.014413,138.250956,138.250956,0.000000,0.000000,2621128.000000,2621128,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0664,10,6.468789,6.490622,0.093342,0.014381,124.581338,124.581338,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0931,10,6.548951,6.584932,0.094618,0.014369,118.237537,118.237537,0.000000,0.000000,2630760.000000,2630760,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1360,10,6.472588,6.432697,0.092434,0.014369,122.583091,122.583091,0.000000,0.000000,2619704.000000,2619704,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1475,10,6.595710,6.564899,0.094196,0.014348,119.952110,119.952110,0.000000,0.000000,2645104.000000,2645104,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0967,10,6.430582,6.430122,0.091864,0.014287,116.363640,116.363640,0.000000,0.000000,2630632.000000,2630632,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0415,10,6.394309,6.381938,0.091151,0.014283,118.498427,118.498427,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1189,10,6.640778,6.667708,0.094800,0.014218,128.816037,128.816037,0.000000,0.000000,2622576.000000,2622576,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1102,10,5.714913,5.712721,0.080833,0.014150,118.634073,118.634073,0.000000,0.000000,2619168.000000,2619168,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0007,10,6.547859,6.551951,0.092614,0.014135,123.015399,123.015399,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0254,10,6.431839,6.410006,0.090489,0.014117,126.067096,126.067096,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1555,10,7.079299,7.067783,0.099469,0.014074,131.123638,131.123638,0.000000,0.000000,2621200.000000,2621200,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1438,10,6.790439,6.773736,0.094943,0.014016,121.744968,121.744968,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1160,10,5.734166,5.711122,0.080024,0.014012,122.243853,122.243853,0.000000,0.000000,2620688.000000,2620688,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0237,10,6.378696,6.407796,0.089756,0.014007,122.339145,122.339145,0.000000,0.000000,2623224.000000,2623224,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1601,10,6.945633,6.954321,0.097164,0.013972,138.370772,138.370772,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0763,10,6.611066,6.612579,0.092267,0.013953,127.091158,127.091158,0.000000,0.000000,2620832.000000,2620832,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1269,10,6.817472,6.810035,0.094882,0.013933,127.394131,127.394131,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1270,10,6.883964,6.907220,0.096129,0.013917,140.672644,140.672644,0.000000,0.000000,2622536.000000,2622536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0248,10,6.350385,6.372487,0.088552,0.013896,126.019677,126.019677,0.000000,0.000000,2638648.000000,2638648,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_015_disable-postra-machine-licm,10,6.456698,6.478628,0.089977,0.013888,124.313026,124.313026,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0253,10,6.569336,6.540508,0.090604,0.013853,124.783391,124.783391,0.000000,0.000000,2621968.000000,2621968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_041_disable-copyprop,10,6.779135,6.765704,0.093655,0.013843,135.071183,135.071183,0.000000,0.000000,2623104.000000,2623104,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_1088,10,5.776320,5.774469,0.079897,0.013836,118.346149,118.346149,0.000000,0.000000,2613152.000000,2613152,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0564,10,6.586844,6.582018,0.090858,0.013804,116.813668,116.813668,0.000000,0.000000,2621536.000000,2621536,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0376,10,6.494126,6.477032,0.089355,0.013796,115.603101,115.603101,0.000000,0.000000,2623184.000000,2623184,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_DBL_0345,10,6.498121,6.480953,0.089163,0.013758,124.943014,124.943014,0.000000,0.000000,2607968.000000,2607968,75
decode:tests/images/exr/cropping - uncropped original.exr,EXP_ABL_016_ReferencePropagation,10,6.352713,6.348876,0.086854,0.013680,128.195307,128.195307,0.000000,0.000000,2622536.000000,2622536,75
