Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,compile_mean,compile_med,compile_iqr,size_mean,size_med,alloca_mean,alloca_med,load_mean,load_med,store_mean,store_med,gep_mean,gep_med,phi_mean,phi_med,bb_mean,bb_med
rg,EXP_DBL_0240,10,12.356331,12.558678,0.708638,50.776602,50.776602,0.000000,24223384.000000,24223384,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0241,10,12.030064,11.957346,0.832738,50.177642,50.177642,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0242,10,11.927944,11.894263,0.808115,52.272580,52.272580,0.000000,24247496.000000,24247496,3845.000000,3845,21880.000000,21880,15170.000000,15170,26118.000000,26118,9320.000000,9320,1530.000000,1530
rg,EXP_DBL_0243,10,11.723429,11.922461,0.505270,52.644914,52.644914,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0244,10,11.807225,12.067118,0.623961,52.859885,52.859885,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0245,10,11.487094,11.660296,0.253058,52.130483,52.130483,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0246,10,12.764105,13.027914,0.555858,52.639440,52.639440,0.000000,24325688.000000,24325688,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0247,10,11.772729,11.677097,0.873658,51.498467,51.498467,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0248,10,12.325394,12.323380,0.566280,51.024276,51.024276,0.000000,24305208.000000,24305208,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0249,10,11.557626,11.784351,0.315849,52.514032,52.514032,0.000000,24221624.000000,24221624,3845.000000,3845,21872.000000,21872,15162.000000,15162,26101.000000,26101,9286.000000,9286,1530.000000,1530
rg,EXP_DBL_0250,10,11.702332,11.716988,0.377471,50.246664,50.246664,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0251,10,11.802683,11.904898,0.731865,49.784437,49.784437,0.000000,24224048.000000,24224048,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0252,10,11.588291,11.452660,0.805916,50.911869,50.911869,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0253,10,11.705482,11.512899,0.758752,49.103712,49.103712,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0254,10,11.401488,11.434086,0.592586,49.886108,49.886108,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0255,10,11.130183,11.329451,1.589951,50.344540,50.344540,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0256,10,11.792117,11.623598,0.516402,50.840245,50.840245,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0257,10,11.512056,11.564966,0.778785,50.289896,50.289896,0.000000,24224528.000000,24224528,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0258,10,11.567281,11.534474,1.002382,50.002673,50.002673,0.000000,24202280.000000,24202280,3794.000000,3794,21825.000000,21825,15112.000000,15112,26069.000000,26069,9222.000000,9222,1530.000000,1530
rg,EXP_DBL_0259,10,12.084134,11.932753,1.137407,51.338003,51.338003,0.000000,24217488.000000,24217488,3794.000000,3794,21906.000000,21906,15109.000000,15109,26092.000000,26092,9270.000000,9270,1530.000000,1530
rg,EXP_DBL_0260,10,11.816933,12.212749,0.821900,50.438300,50.438300,0.000000,24222912.000000,24222912,3794.000000,3794,21928.000000,21928,15135.000000,15135,26117.000000,26117,9228.000000,9228,1530.000000,1530
rg,EXP_DBL_0261,10,11.824960,11.971762,0.668181,51.598672,51.598672,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0262,10,11.800552,11.833018,0.849440,51.457155,51.457155,0.000000,24260976.000000,24260976,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0263,10,11.659328,11.722421,1.168703,50.713452,50.713452,0.000000,24214256.000000,24214256,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0264,10,11.901301,11.803456,0.954548,52.300240,52.300240,0.000000,24223904.000000,24223904,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0265,10,11.636235,11.607869,1.439944,51.036747,51.036747,0.000000,24222256.000000,24222256,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0266,10,12.473415,12.579443,0.577609,52.486343,52.486343,0.000000,23880440.000000,23880440,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0267,10,11.793229,11.651657,1.023042,53.293594,53.293594,0.000000,24382272.000000,24382272,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0268,10,11.938551,12.238123,0.662657,50.868812,50.868812,0.000000,24223968.000000,24223968,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0269,10,11.763058,11.938345,1.006074,51.539971,51.539971,0.000000,24222184.000000,24222184,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0270,10,11.816674,11.733083,0.858358,52.341536,52.341536,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0271,10,11.690350,11.701121,1.034325,50.918064,50.918064,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0272,10,11.674773,11.826797,0.942651,52.555985,52.555985,0.000000,24219128.000000,24219128,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0273,10,11.929746,12.150265,0.863514,50.891333,50.891333,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0274,10,11.976440,12.187715,0.804811,51.909144,51.909144,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0275,10,11.927897,11.927014,0.326107,51.935229,51.935229,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0276,10,11.778861,12.038968,0.754066,52.247691,52.247691,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0277,10,11.916710,12.000059,0.916300,52.108928,52.108928,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0278,10,12.642145,12.647395,1.301627,50.784790,50.784790,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0279,10,12.038173,12.150845,1.099045,52.609956,52.609956,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0280,10,12.159393,12.165480,0.952472,52.319872,52.319872,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0281,10,11.648453,11.739530,0.520712,51.647203,51.647203,0.000000,24217256.000000,24217256,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0282,10,11.796878,11.981760,0.589657,50.767184,50.767184,0.000000,24230224.000000,24230224,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0283,10,11.933043,12.153309,0.605529,52.203000,52.203000,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0284,10,12.408645,12.238332,1.170272,51.686927,51.686927,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0285,10,11.953263,12.202422,1.018858,51.986003,51.986003,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0286,10,12.412023,12.400548,0.773442,52.349452,52.349452,0.000000,24223960.000000,24223960,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0287,10,12.333695,12.413935,0.333925,53.214127,53.214127,0.000000,24223896.000000,24223896,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0288,10,12.303907,12.249552,0.517649,52.652423,52.652423,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0289,10,12.236777,12.429779,0.710979,51.352497,51.352497,0.000000,24222704.000000,24222704,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0290,10,11.984221,12.152545,0.687580,52.788656,52.788656,0.000000,24224072.000000,24224072,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0291,10,12.211232,12.061821,1.199866,50.669956,50.669956,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0292,10,12.126490,11.734176,0.793568,51.691845,51.691845,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0293,10,11.690531,11.815575,1.435822,51.767941,51.767941,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0294,10,11.564378,11.715619,0.835571,52.003813,52.003813,0.000000,24248040.000000,24248040,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0295,10,11.788056,11.954356,0.663506,52.755771,52.755771,0.000000,24213832.000000,24213832,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0296,10,12.399624,12.293091,0.698086,51.305631,51.305631,0.000000,24399816.000000,24399816,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0297,10,11.569095,11.544786,0.978743,50.891864,50.891864,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0298,10,11.692343,11.794642,0.966892,51.962374,51.962374,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0299,10,9.808407,9.635746,0.214777,51.296314,51.296314,0.000000,24194248.000000,24194248,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0300,10,9.690304,9.676998,0.059969,44.330172,44.330172,0.000000,24213344.000000,24213344,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0301,10,9.372191,9.353996,0.015510,44.198460,44.198460,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0302,10,9.389069,9.367872,0.061844,44.094103,44.094103,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0303,10,9.321646,9.296532,0.064473,44.303991,44.303991,0.000000,24239896.000000,24239896,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0304,10,9.384583,9.356755,0.074103,44.249756,44.249756,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0305,10,9.329874,9.324132,0.027828,44.216993,44.216993,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0306,10,9.362021,9.332890,0.130016,44.194783,44.194783,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0307,10,9.361139,9.370955,0.037242,43.981517,43.981517,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0308,10,9.330479,9.315677,0.049214,44.131833,44.131833,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0309,10,9.367495,9.351249,0.084186,44.043649,44.043649,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0310,10,9.381561,9.376753,0.054717,44.925111,44.925111,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0311,10,9.382586,9.385109,0.078511,45.025918,45.025918,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0312,10,9.398043,9.409381,0.078795,44.943235,44.943235,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0313,10,9.376155,9.337676,0.030059,45.266359,45.266359,0.000000,24258384.000000,24258384,3795.000000,3795,21935.000000,21935,15130.000000,15130,26141.000000,26141,9279.000000,9279,1536.000000,1536
rg,EXP_DBL_0314,10,9.414910,9.385875,0.108568,45.182373,45.182373,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0315,10,9.351558,9.350621,0.042696,44.931815,44.931815,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0316,10,9.400870,9.394945,0.121806,44.491237,44.491237,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0317,10,9.382278,9.355919,0.059327,44.694699,44.694699,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
rg,EXP_DBL_0318,10,9.400989,9.399369,0.128920,44.863336,44.863336,0.000000,24223856.000000,24223856,3794.000000,3794,21914.000000,21914,15125.000000,15125,26117.000000,26117,9275.000000,9275,1530.000000,1530
