Variant,ConfigName,n,runtime_mean,runtime_med,runtime_iqr,runtime_iqr_ratio,compile_mean,compile_med,compile_iqr,compile_iqr_ratio,size_mean,size_med
rg,EXP_DBL_1176,10,11.642455,11.692823,1.016170,0.086905,52.198886,52.198886,0.000000,0.000000,24248080.000000,24248080
rg,EXP_DBL_0258,10,11.567281,11.534474,1.002382,0.086903,50.002673,50.002673,0.000000,0.000000,24202280.000000,24202280
rg,EXP_DBL_0542,10,13.180972,13.795271,1.190658,0.086309,56.011978,56.011978,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_1151,10,13.241413,13.321058,1.146794,0.086089,53.923863,53.923863,0.000000,0.000000,24326336.000000,24326336
rg,EXP_DBL_0538,10,13.273686,13.223636,1.137827,0.086045,55.829133,55.829133,0.000000,0.000000,24231760.000000,24231760
rg,EXP_DBL_1166,10,11.303704,11.036235,0.945945,0.085713,52.701449,52.701449,0.000000,0.000000,24256768.000000,24256768
rg,EXP_DBL_1128,10,11.205817,11.251215,0.959642,0.085292,52.403509,52.403509,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0566,10,13.321201,13.331931,1.136974,0.085282,54.183392,54.183392,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_0297,10,11.569095,11.544786,0.978743,0.084778,50.891864,50.891864,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_0235,10,11.475958,11.579944,0.979649,0.084599,51.719245,51.719245,0.000000,0.000000,24221624.000000,24221624
rg,EXP_DBL_0269,10,11.763058,11.938345,1.006074,0.084272,51.539971,51.539971,0.000000,0.000000,24222184.000000,24222184
rg,EXP_DBL_1149,10,11.225165,11.401385,0.957723,0.084001,52.946467,52.946467,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0371,10,13.087525,13.189861,1.106728,0.083907,52.398173,52.398173,0.000000,0.000000,24215992.000000,24215992
rg,EXP_DBL_0367,10,13.226235,13.310799,1.115248,0.083785,52.614485,52.614485,0.000000,0.000000,24215992.000000,24215992
rg,EXP_DBL_0285,10,11.953263,12.202422,1.018858,0.083496,51.986003,51.986003,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_1134,10,11.390840,11.489888,0.950605,0.082734,52.051899,52.051899,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0332,10,11.732745,11.931697,0.985626,0.082606,55.234680,55.234680,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_0527,10,13.350121,13.531903,1.115147,0.082409,56.504553,56.504553,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_0233,10,11.734407,11.986727,0.987749,0.082404,49.570806,49.570806,0.000000,0.000000,24221624.000000,24221624
rg,EXP_DBL_0374,10,13.427040,13.506228,1.111567,0.082300,53.043666,53.043666,0.000000,0.000000,24215992.000000,24215992
rg,EXP_DBL_0549,10,12.899739,13.366548,1.099159,0.082232,54.567563,54.567563,0.000000,0.000000,24222632.000000,24222632
rg,EXP_DBL_0298,10,11.692343,11.794642,0.966892,0.081977,51.962374,51.962374,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_0264,10,11.901301,11.803456,0.954548,0.080870,52.300240,52.300240,0.000000,0.000000,24223904.000000,24223904
rg,EXP_DBL_1146,10,11.015640,11.043424,0.892274,0.080797,52.488685,52.488685,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0351,10,13.012144,13.143733,1.056953,0.080415,54.544753,54.544753,0.000000,0.000000,24216096.000000,24216096
rg,EXP_DBL_0558,10,13.006881,13.155721,1.057750,0.080402,54.731870,54.731870,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_0272,10,11.674773,11.826797,0.942651,0.079705,52.555985,52.555985,0.000000,0.000000,24219128.000000,24219128
rg,EXP_DBL_1178,10,11.195225,10.883376,0.867458,0.079705,52.263047,52.263047,0.000000,0.000000,24257640.000000,24257640
rg,EXP_DBL_0335,10,12.993425,13.195299,1.050064,0.079579,51.065625,51.065625,0.000000,0.000000,24215992.000000,24215992
rg,EXP_DBL_0560,10,12.900548,13.123617,1.044347,0.079578,54.676118,54.676118,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_0343,10,13.413612,13.712529,1.090902,0.079555,52.833473,52.833473,0.000000,0.000000,24213304.000000,24213304
rg,EXP_DBL_1169,10,11.113920,11.369912,0.903778,0.079489,53.603405,53.603405,0.000000,0.000000,24256768.000000,24256768
rg,EXP_DBL_1179,10,11.751894,11.745633,0.932937,0.079428,52.067755,52.067755,0.000000,0.000000,23913920.000000,23913920
rg,EXP_DBL_0516,10,12.636145,12.807519,1.013974,0.079170,57.439408,57.439408,0.000000,0.000000,24388896.000000,24388896
rg,EXP_DBL_0225,10,11.647624,11.919650,0.943526,0.079157,49.491173,49.491173,0.000000,0.000000,24221624.000000,24221624
rg,EXP_DBL_1187,10,11.555003,11.399385,0.898897,0.078855,52.525200,52.525200,0.000000,0.000000,24256768.000000,24256768
rg,EXP_DBL_1114,10,10.903812,11.030791,0.865126,0.078428,51.066443,51.066443,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0280,10,12.159393,12.165480,0.952472,0.078293,52.319872,52.319872,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_0567,10,13.225883,13.400005,1.047076,0.078140,54.900253,54.900253,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_1164,10,11.635905,11.650019,0.904734,0.077659,52.604351,52.604351,0.000000,0.000000,24256960.000000,24256960
rg,EXP_DBL_1186,10,11.298556,11.295181,0.870237,0.077045,53.065906,53.065906,0.000000,0.000000,24256768.000000,24256768
rg,EXP_DBL_1143,10,11.959524,11.909018,0.917329,0.077028,53.127776,53.127776,0.000000,0.000000,24201576.000000,24201576
rg,EXP_DBL_0356,10,13.348438,13.767214,1.056796,0.076762,53.885579,53.885579,0.000000,0.000000,24215992.000000,24215992
rg,EXP_DBL_0277,10,11.916710,12.000059,0.916300,0.076358,52.108928,52.108928,0.000000,0.000000,24223856.000000,24223856
rg,EXP_DBL_1140,10,10.826251,10.900987,0.832216,0.076343,52.501571,52.501571,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0333,10,12.965154,13.099751,0.999933,0.076332,52.482851,52.482851,0.000000,0.000000,24215992.000000,24215992
rg,EXP_DBL_1172,10,11.064296,10.774785,0.820178,0.076120,51.527441,51.527441,0.000000,0.000000,24250392.000000,24250392
rg,EXP_DBL_1173,10,10.979490,11.022600,0.836961,0.075931,51.635234,51.635234,0.000000,0.000000,24255648.000000,24255648
rg,EXP_DBL_1142,10,11.459943,11.453216,0.864373,0.075470,52.890599,52.890599,0.000000,0.000000,24174272.000000,24174272
rg,EXP_DBL_0341,10,13.293674,13.261587,1.000545,0.075447,52.947436,52.947436,0.000000,0.000000,24194120.000000,24194120
rg,EXP_DBL_0358,10,12.993326,13.166956,0.992965,0.075413,54.386571,54.386571,0.000000,0.000000,24215992.000000,24215992
rg,EXP_DBL_1153,10,11.461602,11.653168,0.873289,0.074940,53.834283,53.834283,0.000000,0.000000,24176312.000000,24176312
rg,EXP_DBL_0247,10,11.772729,11.677097,0.873658,0.074818,51.498467,51.498467,0.000000,0.000000,24221624.000000,24221624
rg,EXP_DBL_0526,10,13.631306,13.456091,1.003068,0.074544,56.018632,56.018632,0.000000,0.000000,24233072.000000,24233072
rg,EXP_DBL_1329,10,10.014659,9.910528,0.736918,0.074357,47.776256,47.776256,0.000000,0.000000,24207776.000000,24207776
